"path","tracked","untracked","ignored","exists","size_bytes","category","generated","operational","required_for_package","required_for_tests","required_for_documentation","previous_decision","verified_decision","evidence","notes"
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/copernicus-request.txt",FALSE,FALSE,TRUE,TRUE,249,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-dimensions.csv",FALSE,FALSE,TRUE,TRUE,143,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-variables.csv",FALSE,FALSE,TRUE,TRUE,150,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/ocean-cube-summary.csv",FALSE,FALSE,TRUE,TRUE,429,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/.check_cube.R",FALSE,FALSE,TRUE,TRUE,4265,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/.check_cube_coordinates.R",FALSE,FALSE,TRUE,TRUE,2357,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/.check_cube_dimensions.R",FALSE,FALSE,TRUE,TRUE,864,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/.check_numeric_vector.R",FALSE,FALSE,TRUE,TRUE,273,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/.cube_backend.R",FALSE,FALSE,TRUE,TRUE,975,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/.validate_memory_backend.R",FALSE,FALSE,TRUE,TRUE,1158,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-cases.csv",FALSE,FALSE,TRUE,TRUE,7920,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-functions.csv",FALSE,FALSE,TRUE,TRUE,313,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-map.mmd",FALSE,FALSE,TRUE,TRUE,554,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-study.md",FALSE,FALSE,TRUE,TRUE,931,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-summary.csv",FALSE,FALSE,TRUE,TRUE,120,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/00-inventory.R",FALSE,FALSE,TRUE,TRUE,15898,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/dependency-map.mmd",FALSE,FALSE,TRUE,TRUE,39313,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/function-centrality.csv",FALSE,FALSE,TRUE,TRUE,12706,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/function-dependencies.csv",FALSE,FALSE,TRUE,TRUE,29229,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/function-source-map.csv",FALSE,FALSE,TRUE,TRUE,18114,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/internal-functions.csv",FALSE,FALSE,TRUE,TRUE,8356,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/package-summary.csv",FALSE,FALSE,TRUE,TRUE,257,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/public-api.csv",FALSE,FALSE,TRUE,TRUE,2601,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/r-files.csv",FALSE,FALSE,TRUE,TRUE,1813,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-00/s3-methods.csv",FALSE,FALSE,TRUE,TRUE,196,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/01-explore-function.R",FALSE,FALSE,TRUE,TRUE,25054,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callees.csv",FALSE,FALSE,TRUE,TRUE,252,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callers.csv",FALSE,FALSE,TRUE,TRUE,328,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/function-source.R",FALSE,FALSE,TRUE,TRUE,2589,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/function-study.md",FALSE,FALSE,TRUE,TRUE,12547,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/references.csv",FALSE,FALSE,TRUE,TRUE,37749,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/subgraph-edges.csv",FALSE,FALSE,TRUE,TRUE,1425,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/subgraph.mmd",FALSE,FALSE,TRUE,TRUE,2364,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-01/study-plan.csv",FALSE,FALSE,TRUE,TRUE,15710,"table",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: table; not established as generated; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-02/02B-audit-real-cube.R",FALSE,FALSE,TRUE,TRUE,17487,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/maintainer-map/stage-02/02C-study-cube-validation.R",FALSE,FALSE,TRUE,TRUE,26223,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"auxdata/layer_sp.Rdata",TRUE,FALSE,FALSE,TRUE,195,"rds",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","review-relocation","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: rds; not established as generated; operational location/type evidence",""
"auxdata/PER_ADM0.RData",TRUE,FALSE,FALSE,TRUE,1122258,"rds",FALSE,TRUE,FALSE,FALSE,FALSE,"relocate-later","review-relocation","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: rds; not established as generated; operational location/type evidence",""
"CITATION.cff",TRUE,FALSE,FALSE,TRUE,378,"other",FALSE,FALSE,FALSE,FALSE,FALSE,"retain","retain","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: other; not established as generated; not classified as operational",""
"CODE_OF_CONDUCT.md",TRUE,FALSE,FALSE,TRUE,93,"other",FALSE,FALSE,FALSE,FALSE,FALSE,"retain","retain","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: other; not established as generated; not classified as operational",""
"CONTRIBUTING.md",TRUE,FALSE,FALSE,TRUE,130,"other",FALSE,FALSE,FALSE,FALSE,FALSE,"retain","retain","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: other; not established as generated; not classified as operational",""
"cran-comments.md",TRUE,FALSE,FALSE,TRUE,178,"other",FALSE,FALSE,FALSE,FALSE,FALSE,"retain","retain","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: other; not established as generated; not classified as operational",""
"data-raw/make-toy-ocean.R",TRUE,FALSE,FALSE,TRUE,138,"other",FALSE,FALSE,FALSE,FALSE,FALSE,"retain","retain","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: other; not established as generated; not classified as operational",""
"DESCRIPTION",TRUE,FALSE,FALSE,TRUE,1158,"configuration",FALSE,FALSE,TRUE,FALSE,FALSE,"retain","retain","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: configuration; not established as generated; not classified as operational",""
"dev/architecture/netcdf-backend-contract.md",TRUE,FALSE,FALSE,TRUE,37205,"other",FALSE,FALSE,FALSE,FALSE,FALSE,"retain","retain","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: other; not established as generated; not classified as operational",""
"dev/diagnostics/netcdf_backend_contract.R",TRUE,FALSE,FALSE,TRUE,12979,"other",FALSE,FALSE,FALSE,FALSE,FALSE,"retain","retain","git ls-files: tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: exists; category: other; not established as generated; not classified as operational",""
"docs/handbook/01-introduction.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/02-mental-model.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/03-ocean-cube-object.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/04-data-access.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/05-selection-extraction.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/06-masks.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/07-temporal-climatology.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/08-grid-geometry.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/09-function-reference.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/10-workflows.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/11-spatind-boundary.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/12-git-release-workflow.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/13-troubleshooting.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/14-cheat-sheet.html",FALSE,FALSE,FALSE,FALSE,,"rendered-document",TRUE,FALSE,FALSE,FALSE,FALSE,"ignore","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: rendered-document; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/annual_index.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/anom_diff.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/anom_z.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/clim_day.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/clim_month.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cm_connect.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cm_setup.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/coast_dist.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/crop_stock.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_cell_area.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_cell_volume.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_collect.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_crop.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_extract.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_layer_thickness.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_mask.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_polygon_weights.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_slice.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/cube_transect.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/download_nc.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/layer_mean.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
"docs/handbook/functions/link_events.qmd",FALSE,FALSE,FALSE,FALSE,,"website",TRUE,FALSE,FALSE,FALSE,TRUE,"review","review-missing","git ls-files: not tracked; not in non-ignored untracked inventory; not in ignored inventory; filesystem: missing; category: website; generated-path/type evidence; not classified as operational","Previous inventory path is no longer present; no action without renewed evidence."
